Order ID,Order Date,Ship Mode,Segment,Customer Name,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-2292,2025-02-16,Same Day,Corporate,Greg Martin,East,New York,Michaelside,Office Supplies,Printer Ink,2078.18,8,0.2,289.46
ORD-2293,2025-10-09,Second Class,Corporate,Gina Velazquez,Central,Illinois,Oneillborough,Technology,Keyboard,2127.01,1,0.1,434.29
ORD-2294,2024-06-02,First Class,Corporate,Heather Daniels,South,Texas,Gregoryberg,Furniture,Desk,797.64,3,0.1,24.12
ORD-2295,2025-05-26,Same Day,Corporate,James Turner,East,New York,Montgomeryhaven,Furniture,Cabinet,833.67,9,0.2,7.13
ORD-2296,2025-09-14,First Class,Consumer,Jamie Kelly,East,Massachusetts,South Williamview,Office Supplies,Paper,1799.18,2,0.0,518.59
ORD-2297,2024-11-14,Same Day,Home Office,Ashley Holmes,East,Pennsylvania,New Danielburgh,Furniture,Desk,2110.91,1,0.2,268.61
ORD-2298,2025-04-29,Standard Class,Consumer,Robert Baker,West,Oregon,Richardside,Technology,Tablet,1445.39,6,0.5,79.72
ORD-2299,2024-11-16,Same Day,Corporate,Steven Gonzales,Central,Ohio,West Amandashire,Furniture,Desk,1086.81,6,0.5,-275.18
ORD-2300,2025-12-26,Second Class,Consumer,Robert Howard,South,Georgia,Delacruzchester,Furniture,Desk,4514.19,6,0.5,-814.11
ORD-2301,2024-03-24,Same Day,Corporate,Nicole Russell,Central,Michigan,Brandonland,Furniture,Chair,1601.63,2,0.3,104.58
ORD-2302,2024-03-01,Same Day,Consumer,Justin Thomas,South,Texas,Monroestad,Furniture,Cabinet,3898.29,5,0.5,-1046.93
ORD-2303,2024-11-23,Same Day,Corporate,Marie Clark,East,Pennsylvania,North Vincent,Technology,Monitor,1813.04,10,0.3,-19.21
ORD-2304,2025-06-20,First Class,Consumer,Kenneth Mooney,East,Pennsylvania,Lopezton,Technology,Tablet,3045.15,5,0.5,-914.43
ORD-2305,2025-10-21,Same Day,Consumer,Melinda Bryant,Central,Ohio,Carrieburgh,Office Supplies,Paper,1525.98,4,0.1,156.1
ORD-2306,2024-04-20,First Class,Corporate,Mary Bowers,South,Florida,Wrightview,Technology,Keyboard,3148.15,9,0.1,418.56
ORD-2307,2024-05-06,Standard Class,Corporate,James Larson,South,Texas,Port Ernest,Office Supplies,Notebook,2294.0,3,0.4,-521.5
ORD-2308,2024-11-27,Same Day,Consumer,Alexandria Gonzalez,Central,Ohio,Williefurt,Technology,Monitor,4167.43,7,0.4,-532.83
ORD-2309,2025-12-31,Second Class,Corporate,Andrew Dalton,South,Georgia,Thomasfurt,Technology,Monitor,1653.87,10,0.0,447.89
ORD-2310,2024-12-31,First Class,Consumer,Justin Fowler,West,California,South Felicia,Technology,Phone,556.15,3,0.5,-121.04
ORD-2311,2025-12-12,Second Class,Home Office,Emily Bell,Central,Ohio,West Amyton,Technology,Keyboard,2032.77,1,0.4,-234.68
ORD-2312,2025-07-25,Standard Class,Consumer,Mr. Tyler Knight DDS,West,California,East Mark,Furniture,Desk,620.48,5,0.1,31.73
ORD-2313,2024-11-23,First Class,Corporate,Anthony Mcdonald,East,Massachusetts,Melaniemouth,Technology,Laptop,1134.05,4,0.1,295.24
ORD-2314,2024-02-06,Second Class,Consumer,Kristen Scott,Central,Illinois,Johnbury,Office Supplies,Printer Ink,2486.52,7,0.4,-151.78
ORD-2315,2024-08-05,Second Class,Home Office,Jermaine Santos,Central,Illinois,Richardburgh,Furniture,Chair,2928.84,6,0.4,454.68
ORD-2316,2024-07-25,First Class,Corporate,Robert Myers,West,Oregon,Vegafurt,Office Supplies,Notebook,1443.01,9,0.2,171.05
ORD-2317,2025-10-29,Same Day,Consumer,David Carpenter,East,Massachusetts,Lake Benjaminfurt,Furniture,Cabinet,639.88,5,0.3,-71.28
ORD-2318,2024-11-01,Second Class,Home Office,Eric Dalton,East,New York,Markshire,Technology,Keyboard,4032.95,4,0.1,708.98
ORD-2319,2024-08-10,Standard Class,Corporate,Daniel Watts,South,Florida,Rossfort,Furniture,Chair,3256.76,4,0.4,-32.25
ORD-2320,2025-09-08,Second Class,Corporate,Austin Arias,West,California,Aprilton,Technology,Monitor,1071.45,7,0.5,-282.25
ORD-2321,2024-02-01,Standard Class,Consumer,Dr. Barbara Johnson,Central,Michigan,South Alexander,Office Supplies,Printer Ink,3985.27,4,0.0,813.36
ORD-2322,2025-10-23,Second Class,Corporate,Kristen Osborne,South,Texas,West Michellefort,Furniture,Cabinet,1938.03,10,0.1,62.45
ORD-2323,2024-09-26,Same Day,Consumer,Clayton Ryan,South,Texas,Douglasstad,Furniture,Cabinet,3285.45,5,0.0,902.28
ORD-2324,2024-08-28,Same Day,Home Office,Jonathan Miller,West,Oregon,Austinborough,Office Supplies,Paper,4407.44,8,0.1,125.26
ORD-2325,2024-01-31,Standard Class,Corporate,Timothy Scott,South,Florida,Lake Sandra,Technology,Tablet,2424.64,3,0.1,13.6
ORD-2326,2024-10-14,First Class,Home Office,Nicholas Patterson,Central,Ohio,Lake Steven,Furniture,Desk,4865.89,10,0.0,1042.04
ORD-2327,2025-10-27,Standard Class,Home Office,Randy Murphy,Central,Illinois,North Robertburgh,Furniture,Chair,3372.65,4,0.1,518.71
ORD-2328,2025-04-12,Same Day,Home Office,Kayla Boyle,Central,Michigan,South Deborah,Office Supplies,Stapler,3970.22,1,0.2,116.1
ORD-2329,2025-02-20,Second Class,Home Office,Dr. Samantha Cowan DVM,East,Massachusetts,East Sabrina,Office Supplies,Printer Ink,3644.68,9,0.1,261.76
ORD-2330,2025-07-09,Same Day,Corporate,Christian Stark,Central,Ohio,Meganland,Furniture,Table,3848.2,3,0.5,-40.17
ORD-2331,2025-07-06,Second Class,Consumer,Todd Wilson,Central,Illinois,Heatherburgh,Office Supplies,Printer Ink,4429.62,6,0.2,519.48
ORD-2332,2025-08-10,Second Class,Consumer,Ian Simpson,South,Georgia,Troyhaven,Office Supplies,Pen,3014.02,9,0.5,332.07
ORD-2333,2024-09-17,Second Class,Home Office,Brian Good,Central,Illinois,Andersonberg,Furniture,Chair,4952.99,9,0.0,891.0
ORD-2334,2025-02-08,Same Day,Consumer,Roger Conrad,East,Pennsylvania,Johnsonfurt,Office Supplies,Printer Ink,2471.44,6,0.5,116.46
ORD-2335,2024-07-11,Standard Class,Home Office,Erik Baker,South,Georgia,Cookbury,Furniture,Chair,1167.78,8,0.1,215.89
ORD-2336,2024-08-02,Standard Class,Consumer,Joseph Griffin,West,Washington,East Peggyborough,Technology,Laptop,3489.94,5,0.1,700.71
ORD-2337,2024-05-01,Same Day,Corporate,Andrea Stokes,West,California,South Donna,Technology,Monitor,649.32,3,0.5,-70.25
ORD-2338,2025-08-26,Same Day,Home Office,Beth Sherman,Central,Illinois,Sherryton,Office Supplies,Notebook,1536.07,7,0.2,16.42
ORD-2339,2025-01-27,Standard Class,Corporate,Joseph Marshall,West,Oregon,Tommytown,Furniture,Chair,2524.97,6,0.0,287.71
ORD-2340,2024-03-25,Second Class,Home Office,Leslie Schneider,South,Georgia,North Rachel,Furniture,Chair,1930.84,8,0.0,325.77
ORD-2341,2025-12-21,Same Day,Consumer,Jeanette Wilson,West,Washington,South Norma,Furniture,Table,1244.82,8,0.0,162.72
ORD-2342,2025-04-19,First Class,Home Office,Austin Davis,Central,Illinois,Brittanyside,Technology,Phone,2987.47,1,0.4,-117.68
ORD-2343,2025-04-07,First Class,Consumer,William Spencer,Central,Michigan,West Diamondview,Office Supplies,Paper,1303.36,2,0.5,35.2
ORD-2344,2024-01-06,Same Day,Home Office,Jesse Jones,West,Washington,West Danielborough,Office Supplies,Printer Ink,2162.32,3,0.0,215.76
ORD-2345,2025-12-31,Same Day,Home Office,Brittany Trujillo,East,Massachusetts,Port Leah,Technology,Monitor,954.26,6,0.5,-49.73
ORD-2346,2025-12-16,Same Day,Consumer,Joan Hamilton,West,California,Gabrielborough,Technology,Phone,703.4,10,0.4,-100.7
ORD-2347,2024-03-09,Standard Class,Consumer,Cassidy Walker,South,Georgia,Mullenchester,Office Supplies,Paper,2122.19,1,0.2,73.91
ORD-2348,2025-08-07,Second Class,Home Office,Rachel Deleon,South,Georgia,West Kellyfort,Furniture,Cabinet,2036.57,4,0.1,102.91
ORD-2349,2024-07-08,Same Day,Consumer,Harold Graham,East,Massachusetts,North Georgetown,Office Supplies,Notebook,1897.92,5,0.3,-257.16
ORD-2350,2024-01-13,Standard Class,Home Office,Michael Harris,West,California,Ramirezmouth,Technology,Phone,1536.7,7,0.0,219.69
ORD-2351,2024-08-06,Second Class,Home Office,Amy Bender,South,Georgia,West Ronald,Office Supplies,Paper,1551.55,3,0.2,212.43
ORD-2352,2024-03-13,Second Class,Home Office,Joseph Mann,Central,Ohio,West Craigberg,Furniture,Desk,540.28,7,0.4,-0.86
ORD-2353,2025-02-27,First Class,Consumer,Jesus Palmer,East,Pennsylvania,Coxside,Technology,Laptop,2414.56,2,0.4,-336.31
ORD-2354,2025-01-17,Same Day,Corporate,Charles Evans,South,Florida,East Thomashaven,Technology,Keyboard,262.4,6,0.3,-32.53
ORD-2355,2024-06-10,Second Class,Home Office,Sarah Hodges,East,Pennsylvania,Taylortown,Technology,Keyboard,3093.73,9,0.3,48.05
ORD-2356,2024-05-29,Standard Class,Corporate,Marvin Mccarthy,South,Florida,Michaelberg,Technology,Keyboard,3019.12,7,0.0,574.91
ORD-2357,2024-11-11,Same Day,Home Office,Margaret Zuniga,South,Florida,Woodtown,Furniture,Cabinet,3268.33,6,0.2,478.63
ORD-2358,2025-04-25,First Class,Consumer,Dustin Joseph,Central,Ohio,East Loriberg,Office Supplies,Notebook,3491.49,10,0.4,-8.75
ORD-2359,2024-10-22,Second Class,Corporate,Connie Miller,Central,Ohio,West Richard,Office Supplies,Notebook,3101.01,2,0.2,171.12
ORD-2360,2025-02-25,First Class,Corporate,Matthew Reed,South,Texas,Jasminemouth,Office Supplies,Pen,1775.14,5,0.1,364.57
ORD-2361,2025-01-05,First Class,Consumer,Michael Simmons,Central,Michigan,Jenniferside,Office Supplies,Pen,3853.15,3,0.5,-702.73
ORD-2362,2025-10-10,First Class,Consumer,Mark Bowers,Central,Michigan,Williamstown,Office Supplies,Pen,630.19,5,0.5,-105.67
ORD-2363,2024-09-17,Standard Class,Corporate,Jean Taylor,Central,Ohio,Port Keith,Technology,Keyboard,2447.5,5,0.4,6.94
ORD-2364,2025-07-17,First Class,Home Office,Steven Ramirez,West,Washington,Lake Matthew,Office Supplies,Stapler,66.17,4,0.2,12.4
ORD-2365,2024-11-16,Standard Class,Consumer,Laura Hart,Central,Illinois,East Zachary,Furniture,Chair,4908.81,8,0.4,-529.67
ORD-2366,2024-05-10,Standard Class,Home Office,Michael Ross,East,New York,Tracyton,Furniture,Chair,253.12,2,0.2,-6.93
ORD-2367,2024-10-18,Same Day,Consumer,Kelly Ward,Central,Illinois,East Danielville,Technology,Tablet,346.41,2,0.2,58.15
ORD-2368,2024-01-24,First Class,Consumer,Stephanie Hardy,East,New York,Jonathanhaven,Office Supplies,Notebook,2874.55,5,0.4,4.77
ORD-2369,2024-10-03,Same Day,Consumer,Anthony Scott,East,Massachusetts,Josephland,Technology,Tablet,3100.67,3,0.0,597.84
ORD-2370,2024-10-13,Standard Class,Consumer,Robert Robinson,West,California,New Mirandamouth,Furniture,Desk,1248.02,10,0.1,247.0
ORD-2371,2024-03-24,Same Day,Home Office,Sarah Green,East,Pennsylvania,South Lindsay,Furniture,Cabinet,2919.21,10,0.3,174.42
ORD-2372,2025-11-20,Same Day,Corporate,Michael Ellis,Central,Ohio,Port Cathy,Technology,Keyboard,4260.4,7,0.0,789.52
ORD-2373,2025-12-21,Standard Class,Home Office,Lindsay Morris,South,Florida,Garrisonfurt,Technology,Keyboard,2562.42,7,0.3,190.91
ORD-2374,2024-08-24,Same Day,Home Office,James Edwards,Central,Illinois,Lopeztown,Furniture,Desk,1128.75,6,0.3,-79.18
ORD-2375,2025-08-08,First Class,Corporate,Mark Garcia,Central,Illinois,Rojaston,Office Supplies,Notebook,1258.16,2,0.3,206.75
ORD-2376,2024-10-02,First Class,Corporate,Colleen Sellers,Central,Illinois,Toddshire,Furniture,Cabinet,3634.68,7,0.0,579.15
ORD-2377,2024-02-07,Same Day,Corporate,Michael Villegas,Central,Illinois,North Matthew,Technology,Phone,4275.55,9,0.4,238.42
ORD-2378,2024-09-18,Same Day,Consumer,Jeremiah Vazquez,West,California,Lisaville,Technology,Phone,507.27,9,0.0,57.12
ORD-2379,2024-03-09,Second Class,Consumer,James Roberts,South,Texas,Victorberg,Furniture,Table,4361.49,3,0.1,533.71
ORD-2380,2024-07-19,Standard Class,Consumer,Lori Bowman,West,Oregon,Calebfort,Office Supplies,Pen,1476.8,8,0.3,252.84
ORD-2381,2024-06-05,Second Class,Consumer,Guy Jenkins,West,Washington,West Leonard,Technology,Tablet,664.48,8,0.4,-8.87
ORD-2382,2024-05-18,Second Class,Consumer,Devin Gomez,West,Washington,East Scott,Technology,Monitor,2590.57,1,0.4,213.68
ORD-2383,2025-04-10,Second Class,Home Office,Kelsey Williams,Central,Illinois,Williamsmouth,Technology,Phone,4315.36,6,0.4,236.53
ORD-2384,2024-10-21,Same Day,Home Office,Marisa Walker,West,Oregon,Bautistaview,Technology,Phone,3218.67,1,0.0,951.81
ORD-2385,2025-06-16,First Class,Home Office,Whitney Robles,Central,Michigan,Coreyborough,Furniture,Bookshelf,2730.27,7,0.4,-187.6
ORD-2386,2025-09-06,First Class,Corporate,James Henry,Central,Ohio,West Aaronview,Office Supplies,Stapler,876.13,8,0.1,191.69
ORD-2387,2024-01-17,Second Class,Corporate,Christian Castaneda DDS,West,Oregon,East Rachelmouth,Furniture,Cabinet,1910.92,6,0.0,245.81
ORD-2388,2024-08-20,Same Day,Corporate,Stephanie Roberts,East,Massachusetts,West Todd,Office Supplies,Pen,3262.9,5,0.3,157.19
ORD-2389,2024-09-08,Second Class,Home Office,William Woods,Central,Ohio,East Tamara,Furniture,Cabinet,1889.26,4,0.3,-283.63
ORD-2390,2024-10-28,First Class,Home Office,Francisco Parker,West,Washington,North Gregory,Furniture,Chair,1785.25,7,0.5,258.13
ORD-2391,2024-04-13,Second Class,Home Office,Jennifer Stewart,Central,Illinois,Lake Christopher,Furniture,Chair,1794.79,4,0.2,395.9
ORD-2392,2025-09-19,Same Day,Corporate,Andrew Rodriguez,South,Texas,Odombury,Technology,Tablet,1132.53,9,0.2,-36.67
ORD-2393,2025-03-19,Standard Class,Home Office,Todd Garza,South,Florida,Prestonborough,Furniture,Chair,4016.06,10,0.0,1087.88
ORD-2394,2024-05-25,Second Class,Consumer,Kristen Johnson,West,California,South Melissamouth,Furniture,Table,3320.05,8,0.5,167.68
ORD-2395,2025-08-05,Second Class,Corporate,Roger Ingram,Central,Ohio,Kaitlinhaven,Furniture,Desk,257.36,5,0.0,74.22
ORD-2396,2024-02-08,First Class,Home Office,Karen Singh,East,Massachusetts,Sharonborough,Office Supplies,Notebook,1312.98,4,0.0,390.95
ORD-2397,2025-04-15,First Class,Home Office,Melissa Ross,Central,Illinois,New Adrianastad,Technology,Keyboard,4579.91,3,0.5,226.15
ORD-2398,2025-11-14,First Class,Home Office,Mr. Ryan Mann MD,South,Florida,Lake Victoria,Furniture,Bookshelf,2814.91,6,0.5,-117.6
ORD-2399,2025-02-18,Standard Class,Home Office,William Wallace,East,New York,South Donaldmouth,Technology,Keyboard,2442.81,6,0.4,-460.03
ORD-2400,2024-04-10,First Class,Corporate,Bobby Patterson,South,Florida,Hamiltonside,Technology,Phone,2797.32,4,0.1,382.93
ORD-2401,2025-11-09,Standard Class,Corporate,Earl Jordan,Central,Ohio,Davisville,Office Supplies,Printer Ink,1530.47,4,0.1,197.21
ORD-2402,2024-11-11,Second Class,Corporate,Mary Dorsey,West,Washington,New Erinberg,Furniture,Cabinet,812.53,8,0.0,108.43
ORD-2403,2024-12-10,Second Class,Home Office,Brandon Gonzales,Central,Ohio,Lake Karen,Office Supplies,Pen,2056.32,4,0.2,-52.92
ORD-2404,2025-05-19,Standard Class,Home Office,Donald Cook,South,Georgia,New Brittany,Furniture,Chair,548.27,2,0.5,-115.13
ORD-2405,2025-12-03,First Class,Home Office,Meghan Lara,East,New York,North Kristenberg,Technology,Keyboard,928.99,3,0.2,196.87
ORD-2406,2024-01-01,Second Class,Consumer,Terrance Johnson,West,California,Gomeztown,Technology,Monitor,1684.2,1,0.4,-31.83
ORD-2407,2024-05-21,Standard Class,Corporate,Morgan Pham,Central,Ohio,South Ashleymouth,Technology,Monitor,2987.18,10,0.4,-475.37
ORD-2408,2024-12-12,Second Class,Home Office,Bryce Henry,South,Texas,Tracihaven,Office Supplies,Notebook,525.79,10,0.1,105.33
ORD-2409,2024-11-12,First Class,Consumer,Theresa Dillon,Central,Ohio,Michelleland,Furniture,Bookshelf,1566.67,7,0.3,234.09
ORD-2410,2025-04-04,Second Class,Consumer,Tiffany Peterson,East,Massachusetts,West Joeborough,Technology,Phone,232.15,1,0.4,35.6
ORD-2411,2025-11-15,First Class,Home Office,Cheryl Alvarez,West,Washington,Port Joshuamouth,Furniture,Table,2917.39,8,0.3,-218.53
ORD-2412,2024-09-15,Same Day,Consumer,Randall Warner,East,Massachusetts,East Kevin,Office Supplies,Paper,1852.84,7,0.1,209.99
ORD-2413,2025-12-25,Same Day,Home Office,Theresa Lane,Central,Ohio,North James,Office Supplies,Stapler,3929.44,6,0.3,-139.96
ORD-2414,2024-12-08,Second Class,Consumer,Lori Walters,South,Georgia,New Joshuamouth,Office Supplies,Pen,86.82,3,0.2,4.82
ORD-2415,2024-01-10,First Class,Home Office,Erica Nelson,East,New York,Nicoleport,Office Supplies,Notebook,2502.02,5,0.1,463.18
ORD-2416,2025-11-27,First Class,Home Office,Michele Zuniga,South,Georgia,Josebury,Furniture,Table,63.55,8,0.4,-0.96
ORD-2417,2024-02-10,Same Day,Home Office,Amanda Ponce,Central,Michigan,Port Andreafurt,Office Supplies,Notebook,4636.56,4,0.3,235.53
ORD-2418,2024-03-05,Same Day,Corporate,Gina Daugherty,South,Georgia,East Teresa,Furniture,Chair,1458.2,1,0.3,-53.06
ORD-2419,2025-10-29,Standard Class,Consumer,Greg Doyle,Central,Michigan,Castillobury,Office Supplies,Pen,4619.29,10,0.1,574.18
ORD-2420,2025-02-10,Standard Class,Corporate,Jordan Nelson,South,Florida,Ramirezhaven,Furniture,Chair,2677.18,1,0.1,645.33
ORD-2421,2025-10-17,First Class,Home Office,Amy Hendricks,West,California,Mckinneybury,Furniture,Bookshelf,4081.4,9,0.3,-662.22
ORD-2422,2025-02-02,First Class,Consumer,Amy Williams,West,Washington,East Sarah,Office Supplies,Pen,2693.75,9,0.2,275.55
ORD-2423,2024-09-21,Second Class,Home Office,Barbara Noble,East,New York,Oconnellview,Office Supplies,Stapler,444.4,4,0.3,-12.53
ORD-2424,2024-10-22,First Class,Home Office,Allison Green,South,Georgia,West Jenniferport,Furniture,Cabinet,851.21,7,0.1,162.24
ORD-2425,2024-10-03,Second Class,Consumer,Mr. Paul Patterson MD,West,California,Freemanborough,Technology,Laptop,4272.5,1,0.1,1.18
ORD-2426,2025-09-21,First Class,Consumer,Justin Mendoza,Central,Ohio,North Traci,Technology,Tablet,3841.7,9,0.3,119.37
ORD-2427,2025-09-27,Standard Class,Consumer,Marissa Bailey,South,Texas,Baldwinbury,Furniture,Desk,1970.01,4,0.4,63.35
ORD-2428,2025-10-08,First Class,Consumer,Kristopher Romero,East,New York,Port Tammytown,Furniture,Desk,2634.33,9,0.1,248.13
ORD-2429,2025-05-10,Standard Class,Home Office,Doris Sellers,South,Florida,Jonstad,Furniture,Chair,4046.01,7,0.1,140.06
ORD-2430,2024-02-12,Standard Class,Corporate,Andrea Robles,East,Pennsylvania,Lake Oliviahaven,Furniture,Bookshelf,3865.65,7,0.2,567.24
ORD-2431,2024-01-08,First Class,Corporate,Jeanette Nichols,East,New York,New Joeshire,Office Supplies,Printer Ink,134.75,6,0.5,-25.63
ORD-2432,2025-07-18,First Class,Consumer,Amy Wilson,West,California,Sophiafurt,Technology,Tablet,2626.55,2,0.4,-301.27
ORD-2433,2024-11-03,Second Class,Home Office,Gina Stephens,West,Oregon,New Austinport,Furniture,Desk,1594.69,7,0.2,11.08
ORD-2434,2025-05-25,First Class,Home Office,Amanda Vazquez,South,Florida,South Jack,Technology,Monitor,1732.71,7,0.0,509.04
ORD-2435,2025-06-21,Standard Class,Corporate,Brian Doyle,South,Florida,Sullivanberg,Technology,Laptop,4907.21,6,0.1,764.44
ORD-2436,2024-03-21,Second Class,Consumer,Dawn Castro,West,California,Armstrongview,Furniture,Table,1625.64,2,0.1,226.24
ORD-2437,2025-12-08,First Class,Home Office,Colleen Foster,South,Florida,West Kayla,Office Supplies,Notebook,4569.22,2,0.5,-392.84
ORD-2438,2024-02-23,Second Class,Consumer,James Lopez,South,Texas,Kimberlyberg,Furniture,Chair,1593.87,7,0.0,341.84
ORD-2439,2024-04-19,First Class,Consumer,Ruth Lowery,West,Oregon,East Erin,Technology,Laptop,4462.44,1,0.3,532.36
ORD-2440,2024-01-18,Same Day,Consumer,Linda Wheeler,East,New York,South Joshua,Furniture,Desk,966.39,10,0.5,-21.82
ORD-2441,2025-08-13,Second Class,Corporate,Pamela Swanson,East,New York,West Heather,Office Supplies,Notebook,1231.0,7,0.0,271.25
ORD-2442,2024-05-19,Same Day,Home Office,Bryan Clark,East,New York,Sabrinaview,Furniture,Desk,3085.63,7,0.1,674.81
ORD-2443,2025-05-24,Standard Class,Consumer,Angela Frost,Central,Michigan,Nealport,Furniture,Table,1282.7,2,0.5,-178.87
ORD-2444,2025-11-18,Second Class,Consumer,Kevin Walker,Central,Michigan,South Andrewtown,Technology,Monitor,3471.93,10,0.1,690.22
ORD-2445,2024-04-25,Standard Class,Home Office,Samuel Bailey,West,California,New Larry,Technology,Laptop,3669.7,7,0.1,934.72
ORD-2446,2025-10-25,Standard Class,Corporate,Austin Morgan MD,East,Pennsylvania,Kimberlymouth,Technology,Laptop,2096.11,6,0.1,278.68
ORD-2447,2024-07-30,Same Day,Corporate,Shannon Douglas DDS,South,Florida,Port Alyssa,Furniture,Bookshelf,3417.56,8,0.5,-649.77
ORD-2448,2025-04-19,Second Class,Consumer,Lorraine Hanson,East,Pennsylvania,Meganfort,Office Supplies,Pen,2475.07,5,0.3,4.17
ORD-2449,2024-10-13,Second Class,Corporate,Miguel Lopez,West,Oregon,South Diane,Furniture,Bookshelf,1480.91,7,0.0,400.33
ORD-2450,2025-12-05,First Class,Corporate,Tara Thomas,West,Washington,West Jenniferchester,Office Supplies,Paper,2953.1,6,0.2,345.93
ORD-2451,2025-01-28,Second Class,Home Office,Gary Gonzalez,Central,Ohio,New Melodystad,Technology,Keyboard,1141.8,3,0.0,280.03
ORD-2452,2024-11-13,Same Day,Consumer,Andrew Baker,East,New York,Rogerborough,Furniture,Table,2634.04,2,0.2,430.73
ORD-2453,2025-07-23,Second Class,Home Office,Richard Walker,West,Oregon,Dennisbury,Technology,Phone,4498.94,5,0.1,806.78
ORD-2454,2024-12-15,Standard Class,Corporate,Billy Sanford,Central,Michigan,Kellychester,Technology,Phone,4795.18,6,0.5,79.14
ORD-2455,2024-07-23,Same Day,Home Office,Heather Cruz,East,New York,Brownchester,Technology,Monitor,3618.36,7,0.2,547.72
ORD-2456,2025-04-27,Second Class,Home Office,Mr. James Kelly,South,Texas,Carriehaven,Furniture,Cabinet,3141.87,4,0.2,-59.34
ORD-2457,2024-05-20,Second Class,Corporate,Megan Mcdonald,South,Florida,Jonesmouth,Technology,Keyboard,4789.63,1,0.5,-960.23
ORD-2458,2025-03-27,Second Class,Consumer,Emily Hess,West,California,Lake George,Furniture,Cabinet,2698.15,2,0.0,594.24
ORD-2459,2025-10-20,Same Day,Consumer,Jake Walsh,East,New York,Denisehaven,Furniture,Chair,231.25,1,0.4,-38.3
ORD-2460,2024-09-03,Standard Class,Corporate,Peter Thomas,West,Washington,Sharonfurt,Technology,Tablet,637.96,5,0.4,-29.83
ORD-2461,2024-04-12,Standard Class,Home Office,Suzanne Mendez,South,Georgia,West Paulashire,Technology,Laptop,4634.83,8,0.1,814.26
ORD-2462,2024-06-17,Standard Class,Home Office,Marc Gonzalez,East,Pennsylvania,North Phillipmouth,Furniture,Chair,2164.17,6,0.2,284.76
ORD-2463,2024-02-16,Second Class,Consumer,Deborah Middleton,West,Oregon,Scottfort,Office Supplies,Paper,3353.13,4,0.1,742.8
ORD-2464,2024-07-28,First Class,Home Office,Jennifer Daniel DDS,East,New York,South Briannaberg,Technology,Monitor,2331.23,8,0.1,426.08
ORD-2465,2024-02-05,Second Class,Home Office,Jennifer Owen,South,Georgia,Lake Marthaview,Furniture,Desk,3455.19,3,0.3,185.45
ORD-2466,2024-06-19,First Class,Home Office,Jeff Craig,Central,Illinois,North Donna,Technology,Phone,1098.34,3,0.3,-26.53
ORD-2467,2025-09-17,Same Day,Corporate,Robin Hodges,South,Florida,Martinfort,Technology,Tablet,2687.6,10,0.1,652.85
ORD-2468,2025-07-02,Same Day,Consumer,Melissa Hernandez,South,Florida,Amyview,Office Supplies,Pen,4634.75,1,0.1,504.83
ORD-2469,2025-10-27,Second Class,Consumer,Cindy Robinson,West,Oregon,East Anthonyfurt,Technology,Laptop,1187.2,9,0.0,225.59
ORD-2470,2024-03-16,Second Class,Home Office,Kevin Thompson,East,Pennsylvania,West Ethanton,Technology,Phone,1240.39,1,0.4,67.1
ORD-2471,2024-02-15,Same Day,Corporate,Kyle Martinez,West,Washington,North Tracy,Office Supplies,Notebook,513.01,5,0.2,24.55
ORD-2472,2025-07-13,Standard Class,Home Office,Danielle Willis,East,New York,Hahnfurt,Technology,Laptop,2613.88,10,0.3,-318.65
ORD-2473,2024-01-28,Standard Class,Home Office,Joy Anderson,South,Florida,Shepardburgh,Technology,Monitor,4964.12,6,0.0,289.29
ORD-2474,2024-04-10,Same Day,Home Office,Daniel Castro,West,California,Victorhaven,Furniture,Desk,3799.91,10,0.0,268.49
ORD-2475,2025-05-31,First Class,Corporate,Mary Barnes,South,Texas,Wesleyburgh,Office Supplies,Notebook,177.91,3,0.2,1.34
ORD-2476,2025-05-17,Standard Class,Consumer,Susan Sawyer,South,Texas,New Danielland,Technology,Tablet,4073.19,10,0.5,-199.33
ORD-2477,2025-04-23,Standard Class,Consumer,Nicole Hammond,East,Massachusetts,New Ashley,Office Supplies,Notebook,3952.13,6,0.3,62.97
ORD-2478,2025-06-12,First Class,Home Office,Andrew Baker,West,California,East Christine,Office Supplies,Printer Ink,4434.67,7,0.2,703.0
ORD-2479,2024-11-25,First Class,Home Office,Jody Nunez,East,Massachusetts,Port Ashley,Furniture,Bookshelf,658.56,7,0.1,130.87
ORD-2480,2025-10-02,Same Day,Consumer,Anna Hawkins DDS,West,Washington,North Melissa,Furniture,Desk,3936.44,7,0.5,-999.14
ORD-2481,2024-01-18,Second Class,Consumer,Jeffrey Cannon,Central,Illinois,Jessicamouth,Technology,Keyboard,3030.41,10,0.4,-0.64
ORD-2482,2025-07-23,Standard Class,Corporate,Katherine Greene,West,California,South Cynthiaton,Furniture,Chair,4644.29,7,0.2,946.57
ORD-2483,2024-07-11,Standard Class,Corporate,David Juarez,South,Georgia,Lake Samuelfort,Technology,Tablet,4744.8,8,0.1,646.39
ORD-2484,2025-06-18,First Class,Corporate,Melvin Smith,South,Texas,Toddport,Technology,Laptop,750.43,7,0.4,-26.09
ORD-2485,2025-03-17,Second Class,Consumer,Mrs. Hannah Davis,South,Texas,Port Codyborough,Technology,Phone,4403.26,3,0.2,392.58
